1 189239  Note_on_c 0 82 0 
1 189240  Note_on_c 0 79 80 
1 189359  Note_on_c 0 79 0 
1 189360  Note_on_c 0 75 80 
1 189479  Note_on_c 0 75 0 
1 189480  Note_on_c 0 82 80 
1 189719  Note_on_c 0 82 0 
1 189720  Note_on_c 0 82 80 
1 189839  Note_on_c 0 82 0 
1 189840  Note_on_c 0 79 80 
1 189959  Note_on_c 0 79 0 
1 189960  Note_on_c 0 75 80 
1 190079  Note_on_c 0 75 0 
1 190080  Note_on_c 0 82 80 
1 190199  Note_on_c 0 82 0 
1 190200  Note_on_c 0 77 80 
1 190319  Note_on_c 0 77 0 
1 190320  Note_on_c 0 74 80 
1 190439  Note_on_c 0 74 0 
1 190440  Note_on_c 0 82 80 
1 190679  Note_on_c 0 82 0 
1 190680  Note_on_c 0 82 80 
1 190799  Note_on_c 0 82 0 
1 190800  Note_on_c 0 77 80 
1 190919  Note_on_c 0 77 0 
1 190920  Note_on_c 0 74 80 
1 191039  Note_on_c 0 74 0 
1 191040  Note_on_c 0 82 80 
1 191159  Note_on_c 0 82 0 
1 191160  Note_on_c 0 77 80 
1 191279  Note_on_c 0 77 0 
1 191280  Note_on_c 0 74 80 
1 191399  Note_on_c 0 74 0 
1 191400  Note_on_c 0 82 80 
1 191639  Note_on_c 0 82 0 
1 191640  Note_on_c 0 82 80 
1 191759  Note_on_c 0 82 0 
1 191760  Note_on_c 0 77 80 
1 191879  Note_on_c 0 77 0 
1 191880  Note_on_c 0 74 80 
1 191999  Note_on_c 0 74 0 
1 192000  Note_on_c 0 79 80 
1 192119  Note_on_c 0 79 0 
1 192120  Note_on_c 0 76 80 
1 192239  Note_on_c 0 76 0 
1 192240  Note_on_c 0 72 80 
1 192359  Note_on_c 0 72 0 
1 192360  Note_on_c 0 79 80 
1 192599  Note_on_c 0 79 0 
1 192600  Note_on_c 0 79 80 
1 192719  Note_on_c 0 79 0 
1 192720  Note_on_c 0 76 80 
1 192839  Note_on_c 0 76 0 
1 192840  Note_on_c 0 72 80 
1 192959  Note_on_c 0 72 0 
1 192960  Note_on_c 0 81 80 
1 193027  Note_on_c 0 81 0 
1 193028  Note_on_c 0 76 80 
1 193095  Note_on_c 0 76 0 
1 193096  Note_on_c 0 73 80 
1 193163  Note_on_c 0 73 0 
1 193164  Note_on_c 0 69 80 
1 193231  Note_on_c 0 69 0 
1 193232  Note_on_c 0 73 80 
1 193299  Note_on_c 0 73 0 
1 193300  Note_on_c 0 76 80 
1 193367  Note_on_c 0 76 0 
1 193368  Note_on_c 0 81 80 
1 193435  Note_on_c 0 81 0 
1 193440  Note_on_c 0 81 80 
1 193507  Note_on_c 0 81 0 
1 193508  Note_on_c 0 85 80 
1 193575  Note_on_c 0 85 0 
1 193576  Note_on_c 0 88 80 
1 193643  Note_on_c 0 88 0 
1 193644  Note_on_c 0 93 80 
1 193711  Note_on_c 0 93 0 
1 193712  Note_on_c 0 88 80 
1 193779  Note_on_c 0 88 0 
1 193780  Note_on_c 0 85 80 
1 193847  Note_on_c 0 85 0 
1 193848  Note_on_c 0 81 80 
1 193915  Note_on_c 0 81 0 
1 193920  Note_on_c 0 81 80 
1 193920  Note_on_c 0 79 80 
1 194039  Note_on_c 0 81 0 
1 194039  Note_on_c 0 79 0 
1 194040  Note_on_c 0 77 80 
1 194159  Note_on_c 0 77 0 
1 194160  Note_on_c 0 74 80 
1 194279  Note_on_c 0 74 0 
1 194280  Note_on_c 0 81 80 
1 194280  Note_on_c 0 79 80 
1 194399  Note_on_c 0 81 0 
1 194399  Note_on_c 0 79 0 
1 194400  Note_on_c 0 86 80 
1 194495  Note_on_c 0 86 0 
1 194496  Note_on_c 0 81 80 
1 194591  Note_on_c 0 81 0 
1 194592  Note_on_c 0 79 80 
1 194687  Note_on_c 0 79 0 
1 194688  Note_on_c 0 77 80 
1 194783  Note_on_c 0 77 0 
1 194784  Note_on_c 0 74 80 
1 194879  Note_on_c 0 74 0 
1 194880  Note_on_c 0 81 80 
1 194880  Note_on_c 0 79 80 
1 194999  Note_on_c 0 81 0 
1 194999  Note_on_c 0 79 0 
1 195000  Note_on_c 0 77 80 
1 195119  Note_on_c 0 77 0 
1 195120  Note_on_c 0 74 80 
1 195239  Note_on_c 0 74 0 
1 195240  Note_on_c 0 81 80 
1 195240  Note_on_c 0 79 80 
1 195359  Note_on_c 0 81 0 
1 195359  Note_on_c 0 79 0 
1 195360  Note_on_c 0 89 80 
1 195479  Note_on_c 0 89 0 
1 195480  Note_on_c 0 86 80 
1 195599  Note_on_c 0 86 0 
1 195600  Note_on_c 0 81 80 
1 195719  Note_on_c 0 81 0 
1 195720  Note_on_c 0 77 80 
1 195839  Note_on_c 0 77 0 
1 195840  Note_on_c 0 82 80 
1 195959  Note_on_c 0 82 0 
1 195960  Note_on_c 0 79 80 
1 196079  Note_on_c 0 79 0 
1 196080  Note_on_c 0 75 80 
1 196199  Note_on_c 0 75 0 
1 196200  Note_on_c 0 82 80 
1 196319  Note_on_c 0 82 0 
1 196320  Note_on_c 0 86 80 
1 196439  Note_on_c 0 86 0 
1 196440  Note_on_c 0 82 80 
1 196559  Note_on_c 0 82 0 
1 196560  Note_on_c 0 79 80 
1 196679  Note_on_c 0 79 0 
1 196680  Note_on_c 0 75 80 
1 196799  Note_on_c 0 75 0 
1 196800  Note_on_c 0 82 80 
1 196919  Note_on_c 0 82 0 
1 196920  Note_on_c 0 81 80 
1 197039  Note_on_c 0 81 0 
1 197040  Note_on_c 0 79 80 
1 197159  Note_on_c 0 79 0 
1 197160  Note_on_c 0 75 80 
1 197279  Note_on_c 0 75 0 
1 197280  Note_on_c 0 91 80 
1 197399  Note_on_c 0 91 0 
1 197400  Note_on_c 0 86 80 
1 197519  Note_on_c 0 86 0 
1 197520  Note_on_c 0 82 80 
1 197639  Note_on_c 0 82 0 
1 197640  Note_on_c 0 79 80 
1 197759  Note_on_c 0 79 0 
1 197760  Note_on_c 0 86 80 
1 197839  Note_on_c 0 86 0 
1 197840  Note_on_c 0 84 80 
1 197919  Note_on_c 0 84 0 
1 197920  Note_on_c 0 82 80 
1 197999  Note_on_c 0 82 0 
1 198000  Note_on_c 0 77 80 
1 198079  Note_on_c 0 77 0 
1 198080  Note_on_c 0 82 80 
1 198159  Note_on_c 0 82 0 
1 198160  Note_on_c 0 84 80 
1 198239  Note_on_c 0 84 0 
1 198240  Note_on_c 0 89 80 
1 198335  Note_on_c 0 89 0 
1 198336  Note_on_c 0 86 80 
1 198431  Note_on_c 0 86 0 
1 198432  Note_on_c 0 84 80 
1 198527  Note_on_c 0 84 0 
1 198528  Note_on_c 0 82 80 
1 198623  Note_on_c 0 82 0 
1 198624  Note_on_c 0 77 80 
1 198719  Note_on_c 0 77 0 
1 198720  Note_on_c 0 94 80 
1 198839  Note_on_c 0 94 0 
1 198840  Note_on_c 0 91 80 
1 198959  Note_on_c 0 91 0 
1 198960  Note_on_c 0 89 80 
1 199079  Note_on_c 0 89 0 
1 199080  Note_on_c 0 86 80 
1 199199  Note_on_c 0 86 0 
1 199200  Note_on_c 0 82 80 
1 199319  Note_on_c 0 82 0 
1 199320  Note_on_c 0 79 80 
1 199439  Note_on_c 0 79 0 
1 199440  Note_on_c 0 77 80 
1 199559  Note_on_c 0 77 0 
1 199560  Note_on_c 0 74 80 
1 199679  Note_on_c 0 74 0 
1 199680  Note_on_c 0 67 80 
1 199799  Note_on_c 0 67 0 
1 199800  Note_on_c 0 64 80 
1 199919  Note_on_c 0 64 0 
1 199920  Note_on_c 0 60 80 
1 200039  Note_on_c 0 60 0 
1 200040  Note_on_c 0 72 80 
1 200159  Note_on_c 0 72 0 
1 200160  Note_on_c 0 67 80 
1 200279  Note_on_c 0 67 0 
1 200280  Note_on_c 0 64 80 
1 200399  Note_on_c 0 64 0 
1 200400  Note_on_c 0 60 80 
1 200639  Note_on_c 0 60 0 
1 200640  Note_on_c 0 69 80 
1 200640  Note_on_c 0 64 80 
1 200640  Note_on_c 0 61 80 
1 200640  Note_on_c 0 57 80 
1 200879  Note_on_c 0 69 0 
1 200879  Note_on_c 0 64 0 
1 200879  Note_on_c 0 61 0 
1 200879  Note_on_c 0 57 0 
1 200880  Note_on_c 0 50 80 
1 200915  Note_on_c 0 50 0 
1 200916  Note_on_c 0 52 80 
1 200951  Note_on_c 0 52 0 
1 200952  Note_on_c 0 53 80 
1 200987  Note_on_c 0 53 0 
1 200988  Note_on_c 0 55 80 
1 201023  Note_on_c 0 55 0 
1 201024  Note_on_c 0 57 80 
1 201059  Note_on_c 0 57 0 
1 201060  Note_on_c 0 59 80 
1 201095  Note_on_c 0 59 0 
1 201096  Note_on_c 0 60 80 
1 201131  Note_on_c 0 60 0 
1 201132  Note_on_c 0 62 80 
1 201167  Note_on_c 0 62 0 
1 201168  Note_on_c 0 64 80 
1 201203  Note_on_c 0 64 0 
1 201204  Note_on_c 0 65 80 
1 201239  Note_on_c 0 65 0 
1 201240  Note_on_c 0 67 80 
1 201275  Note_on_c 0 67 0 
1 201276  Note_on_c 0 69 80 
1 201311  Note_on_c 0 69 0 
1 201312  Note_on_c 0 71 80 
1 201347  Note_on_c 0 71 0 
1 201348  Note_on_c 0 72 80 
1 201383  Note_on_c 0 72 0 
1 201384  Note_on_c 0 74 80 
1 201419  Note_on_c 0 74 0 
1 201420  Note_on_c 0 76 80 
1 201455  Note_on_c 0 76 0 
1 201456  Note_on_c 0 77 80 
1 201491  Note_on_c 0 77 0 
1 201492  Note_on_c 0 79 80 
1 201527  Note_on_c 0 79 0 
1 201528  Note_on_c 0 81 80 
1 201599  Note_on_c 0 81 0 
1 201840  Note_on_c 0 69 80 
1 201840  Note_on_c 0 65 80 
1 201840  Note_on_c 0 62 80 
1 202199  Note_on_c 0 69 0 
1 202199  Note_on_c 0 65 0 
1 202199  Note_on_c 0 62 0 
1 202200  Note_on_c 0 69 80 
1 202200  Note_on_c 0 65 80 
1 202200  Note_on_c 0 62 80 
1 202559  Note_on_c 0 69 0 
1 202559  Note_on_c 0 65 0 
1 202559  Note_on_c 0 62 0 
1 202560  Note_on_c 0 67 80 
1 202560  Note_on_c 0 60 80 
1 202919  Note_on_c 0 67 0 
1 202919  Note_on_c 0 60 0 
1 202920  Note_on_c 0 65 80 
1 202920  Note_on_c 0 60 80 
1 203279  Note_on_c 0 65 0 
1 203279  Note_on_c 0 60 0 
1 203280  Note_on_c 0 64 80 
1 203280  Note_on_c 0 60 80 
1 203519  Note_on_c 0 64 0 
1 203519  Note_on_c 0 60 0 
1 203520  Note_on_c 0 64 80 
1 203639  Note_on_c 0 64 0 
1 203640  Note_on_c 0 65 80 
1 203759  Note_on_c 0 65 0 
1 203760  Note_on_c 0 64 80 
1 203879  Note_on_c 0 64 0 
1 203880  Note_on_c 0 60 80 
1 203999  Note_on_c 0 60 0 
1 204000  Note_on_c 0 57 80 
1 204119  Note_on_c 0 57 0 
1 204120  Note_on_c 0 56 80 
1 204239  Note_on_c 0 56 0 
1 204240  Note_on_c 0 57 80 
1 204359  Note_on_c 0 57 0 
1 204360  Note_on_c 0 60 80 
1 204479  Note_on_c 0 60 0 
1 204480  Note_on_c 0 57 80 
1 204575  Note_on_c 0 57 0 
1 204576  Note_on_c 0 60 80 
1 204671  Note_on_c 0 60 0 
1 204672  Note_on_c 0 62 80 
1 204767  Note_on_c 0 62 0 
1 204768  Note_on_c 0 65 80 
1 204863  Note_on_c 0 65 0 
1 204864  Note_on_c 0 62 80 
1 204959  Note_on_c 0 62 0 
1 204960  Note_on_c 0 65 80 
1 205079  Note_on_c 0 65 0 
1 205080  Note_on_c 0 66 80 
1 205199  Note_on_c 0 66 0 
1 205200  Note_on_c 0 67 80 
1 205319  Note_on_c 0 67 0 
1 205320  Note_on_c 0 68 80 
1 205439  Note_on_c 0 68 0 
1 205440  Note_on_c 0 69 80 
1 205440  Note_on_c 0 62 80 
1 206039  Note_on_c 0 69 0 
1 206039  Note_on_c 0 62 0 
1 206040  Note_on_c 0 69 80 
1 206040  Note_on_c 0 62 80 
1 206399  Note_on_c 0 69 0 
1 206399  Note_on_c 0 62 0 
1 206400  Note_on_c 0 72 80 
1 206400  Note_on_c 0 64 80 
1 206759  Note_on_c 0 72 0 
1 206759  Note_on_c 0 64 0 
1 206760  Note_on_c 0 67 80 
1 206760  Note_on_c 0 64 80 
1 207119  Note_on_c 0 67 0 
1 207119  Note_on_c 0 64 0 
1 207120  Note_on_c 0 70 80 
1 207120  Note_on_c 0 64 80 
1 207359  Note_on_c 0 70 0 
1 207359  Note_on_c 0 64 0 
1 207360  Note_on_c 0 70 80 
1 207360  Note_on_c 0 64 80 
1 207719  Note_on_c 0 70 0 
1 207719  Note_on_c 0 64 0 
1 207720  Note_on_c 0 69 80 
1 208079  Note_on_c 0 69 0 
1 208080  Note_on_c 0 67 80 
1 208199  Note_on_c 0 67 0 
1 208200  Note_on_c 0 68 80 
1 208319  Note_on_c 0 68 0 
1 208320  Note_on_c 0 69 80 
1 208559  Note_on_c 0 69 0 
1 208560  Note_on_c 0 72 80 
1 208799  Note_on_c 0 72 0 
1 208800  Note_on_c 0 74 80 
1 209039  Note_on_c 0 74 0 
1 209040  Note_on_c 0 72 80 
1 209279  Note_on_c 0 72 0 
1 209280  Note_on_c 0 74 80 
1 209519  Note_on_c 0 74 0 
1 209520  Note_on_c 0 77 80 
1 209520  Note_on_c 0 65 80 
1 209759  Note_on_c 0 77 0 
1 209759  Note_on_c 0 65 0 
1 209760  Note_on_c 0 79 80 
1 209760  Note_on_c 0 67 80 
1 209999  Note_on_c 0 79 0 
1 209999  Note_on_c 0 67 0 
1 210000  Note_on_c 0 77 80 
1 210000  Note_on_c 0 65 80 
1 210239  Note_on_c 0 77 0 
1 210239  Note_on_c 0 65 0 
1 210240  Note_on_c 0 86 80 
1 210240  Note_on_c 0 80 80 
1 210240  Note_on_c 0 79 80 
1 210599  Note_on_c 0 86 0 
1 210599  Note_on_c 0 80 0 
1 210599  Note_on_c 0 79 0 
1 210600  Note_on_c 0 86 80 
1 210600  Note_on_c 0 79 80 
1 210959  Note_on_c 0 86 0 
1 210959  Note_on_c 0 79 0 
1 210960  Note_on_c 0 77 80 
1 211199  Note_on_c 0 77 0 
1 211200  Note_on_c 0 86 80 
1 211439  Note_on_c 0 86 0 
1 211440  Note_on_c 0 86 80 
1 211440  Note_on_c 0 80 80 
1 211679  Note_on_c 0 86 0 
1 211679  Note_on_c 0 80 0 
1 211680  Note_on_c 0 86 80 
1 211680  Note_on_c 0 79 80 
1 211919  Note_on_c 0 86 0 
1 211919  Note_on_c 0 79 0 
1 211920  Note_on_c 0 77 80 
1 212159  Note_on_c 0 77 0 
1 212160  Note_on_c 0 86 80 
1 212160  Note_on_c 0 79 80 
1 212399  Note_on_c 0 86 0 
1 212399  Note_on_c 0 79 0 
1 212400  Note_on_c 0 77 80 
1 212519  Note_on_c 0 77 0 
1 212520  Note_on_c 0 74 80 
1 212759  Note_on_c 0 74 0 
1 212760  Note_on_c 0 74 80 
1 212879  Note_on_c 0 74 0 
1 212880  Note_on_c 0 72 80 
1 213119  Note_on_c 0 72 0 
1 213120  Note_on_c 0 77 80 
1 213120  Note_on_c 0 74 80 
1 213120  Note_on_c 0 72 80 
1 213960  Note_on_c 0 69 80 
1 213989  Note_on_c 0 69 0 
1 214000  Note_on_c 0 72 80 
1 214029  Note_on_c 0 72 0 
1 214040  Note_on_c 0 74 80 
1 214069  Note_on_c 0 74 0 
1 214079  Note_on_c 0 77 0 
1 214079  Note_on_c 0 74 0 
1 214079  Note_on_c 0 72 0 
1 214080  Note_on_c 0 77 80 
1 214080  Note_on_c 0 69 80 
1 214439  Note_on_c 0 77 0 
1 214439  Note_on_c 0 69 0 
1 214440  Note_on_c 0 76 80 
1 214440  Note_on_c 0 69 80 
1 214799  Note_on_c 0 76 0 
1 214799  Note_on_c 0 69 0 
1 214800  Note_on_c 0 72 80 
1 214800  Note_on_c 0 69 80 
1 215039  Note_on_c 0 72 0 
1 215039  Note_on_c 0 69 0 
1 215040  Note_on_c 0 74 80 
1 215040  Note_on_c 0 69 80 
1 215399  Note_on_c 0 74 0 
1 215399  Note_on_c 0 69 0 
1 215400  Note_on_c 0 74 80 
1 215400  Note_on_c 0 69 80 
1 215759  Note_on_c 0 74 0 
1 215759  Note_on_c 0 69 0 
1 215760  Note_on_c 0 72 80 
1 215760  Note_on_c 0 67 80 
1 215999  Note_on_c 0 72 0 
1 215999  Note_on_c 0 67 0 
1 216000  Note_on_c 0 74 80 
1 216000  Note_on_c 0 69 80 
1 216239  Note_on_c 0 74 0 
1 216239  Note_on_c 0 69 0 
1 216240  Note_on_c 0 72 80 
1 216287  Note_on_c 0 72 0 
1 216288  Note_on_c 0 71 80 
1 216335  Note_on_c 0 71 0 
1 216336  Note_on_c 0 69 80 
1 216383  Note_on_c 0 69 0 
1 216384  Note_on_c 0 67 80 
1 216431  Note_on_c 0 67 0 
1 216432  Note_on_c 0 65 80 
1 216479  Note_on_c 0 65 0 
1 216480  Note_on_c 0 64 80 
1 216527  Note_on_c 0 64 0 
1 216528  Note_on_c 0 62 80 
1 216575  Note_on_c 0 62 0 
1 216576  Note_on_c 0 60 80 
1 216623  Note_on_c 0 60 0 
1 216624  Note_on_c 0 58 80 
1 216671  Note_on_c 0 58 0 
1 216672  Note_on_c 0 57 80 
1 216719  Note_on_c 0 57 0 
1 216960  Note_on_c 0 77 80 
1 216960  Note_on_c 0 74 80 
1 216960  Note_on_c 0 72 80 
1 216960  Note_on_c 0 69 80 
1 217439  Note_on_c 0 77 0 
1 217439  Note_on_c 0 74 0 
1 217439  Note_on_c 0 72 0 
1 217439  Note_on_c 0 69 0 
1 217440  Note_on_c 0 76 80 
1 217440  Note_on_c 0 72 80 
1 217440  Note_on_c 0 69 80 
1 217919  Note_on_c 0 76 0 
1 217919  Note_on_c 0 72 0 
1 217919  Note_on_c 0 69 0 
1 217920  Note_on_c 0 74 80 
1 217920  Note_on_c 0 70 80 
1 217920  Note_on_c 0 65 80 
1 218399  Note_on_c 0 74 0 
1 218399  Note_on_c 0 70 0 
1 218399  Note_on_c 0 65 0 
1 218400  Note_on_c 0 72 80 
1 218400  Note_on_c 0 65 80 
1 218879  Note_on_c 0 72 0 
1 218879  Note_on_c 0 65 0 
1 218880  Note_on_c 0 72 80 
1 218880  Note_on_c 0 65 80 
1 219119  Note_on_c 0 72 0 
1 219119  Note_on_c 0 65 0 
1 219120  Note_on_c 0 74 80 
1 219239  Note_on_c 0 74 0 
1 219240  Note_on_c 0 72 80 
1 219359  Note_on_c 0 72 0 
1 219360  Note_on_c 0 69 80 
1 219599  Note_on_c 0 69 0 
1 219600  Note_on_c 0 67 80 
1 219839  Note_on_c 0 67 0 
1 219840  Note_on_c 0 69 80 
1 220799  Note_on_c 0 69 0 
1 220800  Note_on_c 0 70 80 
1 220800  Note_on_c 0 67 80 
1 221039  Note_on_c 0 70 0 
1 221039  Note_on_c 0 67 0 
1 221040  Note_on_c 0 70 80 
1 221040  Note_on_c 0 67 80 
1 221279  Note_on_c 0 70 0 
1 221279  Note_on_c 0 67 0 
1 221280  Note_on_c 0 74 80 
1 221280  Note_on_c 0 70 80 
1 221280  Note_on_c 0 67 80 
1 221759  Note_on_c 0 74 0 
1 221759  Note_on_c 0 70 0 
1 221759  Note_on_c 0 67 0 
1 221760  Note_on_c 0 79 80 
1 221760  Note_on_c 0 73 80 
1 221760  Note_on_c 0 69 80 
1 222239  Note_on_c 0 79 0 
1 222239  Note_on_c 0 73 0 
1 222239  Note_on_c 0 69 0 
1 222240  Note_on_c 0 76 80 
1 222719  Note_on_c 0 76 0 
1 222720  Note_on_c 0 77 80 
1 222720  Note_on_c 0 74 80 
1 222720  Note_on_c 0 72 80 
1 222959  Note_on_c 0 77 0 
1 222959  Note_on_c 0 74 0 
1 222959  Note_on_c 0 72 0 
1 222960  Note_on_c 0 86 80 
1 222960  Note_on_c 0 74 80 
1 223199  Note_on_c 0 86 0 
1 223199  Note_on_c 0 74 0 
1 223200  Note_on_c 0 85 80 
1 223200  Note_on_c 0 73 80 
1 223439  Note_on_c 0 85 0 
1 223439  Note_on_c 0 73 0 
1 223440  Note_on_c 0 84 80 
1 223440  Note_on_c 0 72 80 
1 223679  Note_on_c 0 84 0 
1 223679  Note_on_c 0 72 0 
1 223680  Note_on_c 0 81 80 
1 223680  Note_on_c 0 69 80 
1 223919  Note_on_c 0 81 0 
1 223919  Note_on_c 0 69 0 
1 223920  Note_on_c 0 80 80 
1 223920  Note_on_c 0 68 80 
1 224159  Note_on_c 0 80 0 
1 224159  Note_on_c 0 68 0 
1 224160  Note_on_c 0 79 80 
1 224160  Note_on_c 0 67 80 
1 224399  Note_on_c 0 79 0 
1 224399  Note_on_c 0 67 0 
1 224400  Note_on_c 0 78 80 
1 224400  Note_on_c 0 66 80 
1 224639  Note_on_c 0 78 0 
1 224639  Note_on_c 0 66 0 
1 224640  Note_on_c 0 77 80 
1 224640  Note_on_c 0 74 80 
1 224640  Note_on_c 0 72 80 
1 224640  Note_on_c 0 69 80 
1 225119  Note_on_c 0 77 0 
1 225119  Note_on_c 0 74 0 
1 225119  Note_on_c 0 72 0 
1 225119  Note_on_c 0 69 0 
1 225120  Note_on_c 0 76 80 
1 225120  Note_on_c 0 72 80 
1 225120  Note_on_c 0 69 80 
1 225599  Note_on_c 0 76 0 
1 225599  Note_on_c 0 72 0 
1 225599  Note_on_c 0 69 0 
1 225600  Note_on_c 0 74 80 
1 225600  Note_on_c 0 70 80 
1 225600  Note_on_c 0 65 80 
1 226079  Note_on_c 0 74 0 
1 226079  Note_on_c 0 70 0 
1 226079  Note_on_c 0 65 0 
1 226080  Note_on_c 0 72 80 
1 226080  Note_on_c 0 65 80 
1 226559  Note_on_c 0 72 0 
1 226559  Note_on_c 0 65 0 
1 226560  Note_on_c 0 72 80 
1 226560  Note_on_c 0 65 80 
1 226799  Note_on_c 0 72 0 
1 226799  Note_on_c 0 65 0 
1 226800  Note_on_c 0 74 80 
1 226919  Note_on_c 0 74 0 
1 226920  Note_on_c 0 72 80 
1 227039  Note_on_c 0 72 0 
1 227040  Note_on_c 0 69 80 
1 227279  Note_on_c 0 69 0 
1 227280  Note_on_c 0 67 80 
1 227519  Note_on_c 0 67 0 
1 227520  Note_on_c 0 69 80 
1 227999  Note_on_c 0 69 0 
1 228000  Note_on_c 0 69 80 
1 228239  Note_on_c 0 69 0 
1 228240  Note_on_c 0 72 80 
1 228479  Note_on_c 0 72 0 
1 228480  Note_on_c 0 74 80 
1 228480  Note_on_c 0 71 80 
1 228480  Note_on_c 0 67 80 
1 228719  Note_on_c 0 74 0 
1 228719  Note_on_c 0 71 0 
1 228719  Note_on_c 0 67 0 
1 228720  Note_on_c 0 74 80 
1 228720  Note_on_c 0 71 80 
1 228720  Note_on_c 0 67 80 
1 228959  Note_on_c 0 74 0 
1 228959  Note_on_c 0 71 0 
1 228959  Note_on_c 0 67 0 
1 229200  Note_on_c 0 74 80 
1 229200  Note_on_c 0 71 80 
1 229200  Note_on_c 0 67 80 
1 229439  Note_on_c 0 74 0 
1 229439  Note_on_c 0 71 0 
1 229439  Note_on_c 0 67 0 
1 229440  Note_on_c 0 77 80 
1 229440  Note_on_c 0 74 80 
1 229440  Note_on_c 0 71 80 
1 229919  Note_on_c 0 77 0 
1 229919  Note_on_c 0 74 0 
1 229919  Note_on_c 0 71 0 
1 229920  Note_on_c 0 79 80 
1 229920  Note_on_c 0 74 80 
1 229920  Note_on_c 0 71 80 
1 230399  Note_on_c 0 79 0 
1 230399  Note_on_c 0 74 0 
1 230399  Note_on_c 0 71 0 
1 230400  Note_on_c 0 76 80 
1 230400  Note_on_c 0 73 80 
1 230400  Note_on_c 0 69 80 
1 231359  Note_on_c 0 76 0 
1 231359  Note_on_c 0 73 0 
1 231359  Note_on_c 0 69 0 
1 231840  Note_on_c 0 74 80 
1 232079  Note_on_c 0 74 0 
1 232080  Note_on_c 0 77 80 
1 232319  Note_on_c 0 77 0 
1 232320  Note_on_c 0 79 80 
1 232320  Note_on_c 0 74 80 
1 232320  Note_on_c 0 69 80 
1 232679  Note_on_c 0 79 0 
1 232679  Note_on_c 0 74 0 
1 232679  Note_on_c 0 69 0 
1 232680  Note_on_c 0 79 80 
1 232680  Note_on_c 0 74 80 
1 232680  Note_on_c 0 69 80 
1 233039  Note_on_c 0 79 0 
1 233039  Note_on_c 0 74 0 
1 233039  Note_on_c 0 69 0 
1 233040  Note_on_c 0 81 80 
1 233040  Note_on_c 0 74 80 
1 233040  Note_on_c 0 69 80 
1 233279  Note_on_c 0 81 0 
1 233279  Note_on_c 0 74 0 
1 233279  Note_on_c 0 69 0 
1 233280  Note_on_c 0 81 80 
1 233280  Note_on_c 0 74 80 
1 233280  Note_on_c 0 69 80 
1 233999  Note_on_c 0 81 0 
1 233999  Note_on_c 0 74 0 
1 233999  Note_on_c 0 69 0 
1 234000  Note_on_c 0 81 80 
1 234000  Note_on_c 0 74 80 
1 234000  Note_on_c 0 69 80 
1 234239  Note_on_c 0 81 0 
1 234239  Note_on_c 0 74 0 
1 234239  Note_on_c 0 69 0 
1 234240  Note_on_c 0 84 80 
1 234240  Note_on_c 0 76 80 
1 234479  Note_on_c 0 84 0 
1 234479  Note_on_c 0 76 0 
1 234480  Note_on_c 0 86 80 
1 234719  Note_on_c 0 86 0 
1 234720  Note_on_c 0 79 80 
1 234959  Note_on_c 0 79 0 
1 234960  Note_on_c 0 77 80 
1 235199  Note_on_c 0 77 0 
1 235200  Note_on_c 0 81 80 
1 235200  Note_on_c 0 77 80 
1 235200  Note_on_c 0 72 80 
1 235679  Note_on_c 0 81 0 
1 235679  Note_on_c 0 77 0 
1 235679  Note_on_c 0 72 0 
1 235680  Note_on_c 0 74 80 
1 235919  Note_on_c 0 74 0 
1 235920  Note_on_c 0 77 80 
1 236159  Note_on_c 0 77 0 
1 236160  Note_on_c 0 79 80 
1 236160  Note_on_c 0 74 80 
1 236519  Note_on_c 0 79 0 
1 236519  Note_on_c 0 74 0 
1 236520  Note_on_c 0 79 80 
1 236520  Note_on_c 0 74 80 
1 236879  Note_on_c 0 79 0 
1 236879  Note_on_c 0 74 0 
1 236880  Note_on_c 0 81 80 
1 236880  Note_on_c 0 77 80 
1 236880  Note_on_c 0 74 80 
1 237119  Note_on_c 0 81 0 
1 237119  Note_on_c 0 77 0 
1 237119  Note_on_c 0 74 0 
1 237120  Note_on_c 0 81 80 
1 237120  Note_on_c 0 77 80 
1 237120  Note_on_c 0 74 80 
1 237839  Note_on_c 0 81 0 
1 237839  Note_on_c 0 77 0 
1 237839  Note_on_c 0 74 0 
1 237840  Note_on_c 0 81 80 
1 237840  Note_on_c 0 77 80 
1 237840  Note_on_c 0 74 80 
1 238079  Note_on_c 0 81 0 
1 238079  Note_on_c 0 77 0 
1 238079  Note_on_c 0 74 0 
1 238080  Note_on_c 0 82 80 
1 238080  Note_on_c 0 72 80 
1 238319  Note_on_c 0 82 0 
1 238319  Note_on_c 0 72 0 
1 238320  Note_on_c 0 81 80 
1 238559  Note_on_c 0 81 0 
1 238560  Note_on_c 0 79 80 
1 238799  Note_on_c 0 79 0 
1 238800  Note_on_c 0 77 80 
1 239039  Note_on_c 0 77 0 
1 239040  Note_on_c 0 77 80 
1 239040  Note_on_c 0 72 80 
1 239519  Note_on_c 0 77 0 
1 239519  Note_on_c 0 72 0 
1 239520  Note_on_c 0 74 80 
1 239759  Note_on_c 0 74 0 
1 239760  Note_on_c 0 77 80 
1 239999  Note_on_c 0 77 0 
1 240000  Note_on_c 0 79 80 
1 240000  Note_on_c 0 74 80 
1 240359  Note_on_c 0 79 0 
1 240359  Note_on_c 0 74 0 
1 240360  Note_on_c 0 79 80 
